file	persons	scores
f_001.jpg	0	-
f_002.jpg	0	-
f_003.jpg	0	-
f_004.jpg	0	-
f_005.jpg	0	-
f_006.jpg	0	-
f_007.jpg	0	-
f_008.jpg	0	-
f_009.jpg	0	-
f_010.jpg	0	-
f_011.jpg	0	-
f_012.jpg	0	-
f_013.jpg	0	-
f_014.jpg	0	-
f_015.jpg	0	-
f_016.jpg	0	-
f_017.jpg	0	-
f_018.jpg	0	-
f_019.jpg	0	-
f_020.jpg	0	-
f_021.jpg	0	-
f_022.jpg	0	-
f_023.jpg	0	-
f_024.jpg	0	-
f_025.jpg	0	-
f_026.jpg	0	-
f_027.jpg	0	-
f_028.jpg	0	-
f_029.jpg	0	-
f_030.jpg	0	-
f_031.jpg	0	-
f_032.jpg	0	-
f_033.jpg	0	-
f_034.jpg	0	-
f_035.jpg	0	-
f_036.jpg	0	-
f_037.jpg	0	-
f_038.jpg	0	-
f_039.jpg	0	-
f_040.jpg	0	-

frames answered   40/40
with a detection  0/40 (0%)
